fulldate,date,post_frequency,year,month,day,hour,dow,Wkend,dowNum,permalink,post,theme,type,countries,posted,total_reach,paid_reach,viral_reach,impressions,paid_impressions,engaged_users,engagement_rate,comments,likes,shares,link_clicks,photo_views,video_plays,other_clicks,interactions
14-Dec,14-Dec,1,2013,12,14,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152057580944076:0,"A girl could use a little sparkle, no? http://brstyl.es/18HnGv8",,Photo,,12/14/2013 12:30,21760,0,625,40082,0,1617,0.07,21,658,32,45,794,,398,711
15-Dec,15-Dec,1,2013,12,15,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152060441569076:0,"""like"" if you'd like to receive a Banana Republic gift card this year! http://brstyl.es/1jZ7DAM",,Photo,,12/15/2013 12:00,14008,0,180,24300,0,1282,0.09,19,460,12,39,683,,348,491
16-Dec,16-Dec,1,2013,12,16,13,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152062876939076:0,"Psst...Damsel In Dior is hosting a Banana Republic giveaway today, check it out! http://bit.ly/1jcrXAK",,Photo,,12/16/2013 13:46,19168,0,96,36179,0,1601,0.08,14,233,5,89,972,,515,252
18-Dec,18-Dec,1,2013,12,18,13,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152066736314076:0,http://instagram.com/bananarepublic,,Photo,,12/18/2013 13:09,16704,0,44,29518,0,769,0.05,6,251,4,56,353,,319,261
19-Dec,19-Dec,1,2013,12,19,10,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152068438364076:0,"Get it by Christmas, but hurry! Time is almost up http://brstyl.es/Z5MUlb",,Photo,,12/19/2013 10:47,12216,0,65,19927,0,965,0.08,6,108,3,15,776,,127,117
20-Dec,20-Dec,1,2013,12,20,13,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152070703074076:0,Which little red dress is your fave?  See more from Extra Petite Blog: http://bit.ly/1fMgCma,,Photo,,12/20/2013 13:12,36992,0,778,63009,0,3082,0.08,82,598,24,119,2088,,1376,704
21-Dec,21-Dec,1,2013,12,21,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152072626184076:0,"Cozy & Chic. One for you, one for me. http://brstyl.es/19YEgan",,Photo,,12/21/2013 12:30,31920,0,682,54903,0,2632,0.08,12,673,31,166,1774,,540,716
22-Dec,22-Dec,1,2013,12,22,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152074609354076:0,Charcoal Plaid Double-Breasted Topcoat: http://brstyl.es/1dY3zw7 photo by He Spoke Style,,Photo,,12/22/2013 12:00,41312,0,1150,66584,0,4154,0.1,51,772,42,136,3364,,694,865
23-Dec,23-Dec,1,2013,12,23,9,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152076333864076:0,A perfect present. Our eGift Cards are guaranteed to arrive on time! http://bit.ly/18DTsyp,,Photo,,12/23/2013 9:00,11148,0,83,17549,0,718,0.06,1,110,4,1,568,,68,115
24-Dec,24-Dec,1,2013,12,24,14,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152079136499076:0,Barefoot Blonde dressed & ready in our embelled fit-and-flare dress http://bit.ly/18KcXW0,,Photo,,12/24/2013 14:09,62976,0,751,100984,0,7388,0.12,14,647,23,200,6580,,952,684
25-Dec,25-Dec,1,2013,12,25,8,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152080896484076:0,Timeline Photos,,Photo,,12/25/2013 8:00,30864,0,1397,47747,0,2464,0.08,24,1345,32,,1035,1,467,1401
27-Dec,27-Dec,1,2013,12,27,11,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152086137904076:0,Find us on Instagram: Instagram.com/BananaRepublic http://instagram.com/bananarepublic,,Photo,,12/27/2013 11:00,17128,0,431,29399,0,1337,0.08,3,402,12,70,826,,259,417
28-Dec,28-Dec,1,2013,12,28,10,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152088111244076:0,Our new store now open in Lima Peru! Where are you shopping this weekend? http://bananarepublic.gap.com/,,Photo,,12/28/2013 10:00,28432,0,1078,48271,0,2044,0.07,29,982,31,20,925,,466,1042
29-Dec,29-Dec,1,2013,12,29,11,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152090212744076:0,Spotted: Annabelle of VivaLuxury Style Blog goes glam in our L'Wren Scott Collection Peony Print Skinny Ankle Pant. http://bit.ly/1dN1wKL,,Photo,,12/29/2013 11:30,38960,0,1050,68072,0,3258,0.08,19,1007,41,82,2125,,926,1067
30-Dec,30-Dec,1,2013,12,30,11,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152092459929076:0,"Motivation Monday, pass it on!",,Photo,,12/30/2013 11:00,32688,0,5518,59190,0,2146,0.07,33,984,184,,1067,,496,1201
31-Dec,31-Dec,1,2013,12,31,11,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152094706819076:0,"Dress it up! Which would you wear for NYE: 1, 2 or 3?",,Photo,,12/31/2013 11:30,22032,0,394,39482,0,1649,0.08,69,498,19,,1041,,492,586
1-Jan,1-Jan,1,2014,1,1,12,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152097236199076:0,Cheers to the new year,,Photo,,1/1/2014 12:00,28224,0,1432,48146,0,1974,0.07,14,1060,70,,844,,357,1144
2-Jan,2-Jan,1,2014,1,2,11,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152099960789076:0,"Our fave feminine flats, in colors & prints galore http://brstyl.es/1coTTI0",,Photo,,1/2/2014 11:30,31184,0,1347,57548,0,2605,0.08,59,1039,56,87,1411,,795,1154
3-Jan,3-Jan,1,2014,1,3,11,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152102196479076:0,For work + play http://brstyl.es/1dtEGKf,,Photo,,1/3/2014 11:30,23200,0,581,42116,0,1501,0.07,22,500,33,37,846,,397,555
4-Jan,4-Jan,1,2014,1,4,11,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152104647719076:0,THE ULTIMATE SHIRT  We redesigned with you in mind http://brstyl.es/19To76j,,Photo,,1/4/2014 11:30,32720,0,639,54594,0,2720,0.08,13,672,20,192,1748,,708,705
5-Jan,5-Jan,1,2014,1,5,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152106992654076:0,Weekend accessories http://brstyl.es/1dtIYkO,,Photo,,1/5/2014 12:30,21664,0,277,40927,0,1397,0.06,8,491,13,45,788,,297,512
6-Jan,6-Jan,1,2014,1,6,11,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152108990759076:0,Motivation Monday,,Photo,,1/6/2014 11:04,32272,0,6792,56308,0,2268,0.07,60,1285,217,,855,,643,1562
7-Jan,7-Jan,1,2014,1,7,11,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152111221199076:0,Cozy up in our Cowl-neck Pullover   See more style from The Classy Cubicle http://bit.ly/19QtOY8,,Photo,,1/7/2014 11:30,39440,0,836,68265,0,3514,0.09,14,560,20,278,2406,,948,594
8-Jan,8-Jan,1,2014,1,8,11,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152113408909076:0,The non-iron shirt: looks sharp straight from the dryer & keeps you looking smooth from morning to midnight http://brstyl.es/1dVLnVN,,Photo,,1/8/2014 11:30,18064,0,571,34636,0,1413,0.08,18,436,21,22,892,1,373,475
9-Jan,9-Jan,1,2014,1,9,12,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152115586174076:0,Which color is more your style?  Shop Taylor Suede Oxford: http://brstyl.es/1gJwhTD,,Photo,,1/9/2014 12:04,17720,0,853,30861,0,1249,0.07,40,431,33,13,753,1,315,504
10-Jan,10-Jan,1,2014,1,10,11,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152117475214076:0,Perfectly minted. http://brstyl.es/1hEjJzW,,Photo,,1/10/2014 11:14,46064,0,1187,80672,0,3928,0.09,33,1001,33,132,2892,1,770,1067
11-Jan,11-Jan,1,2014,1,11,14,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152120040124076:0,TWEED ME: work a hint of texture into your look http://brstyl.es/1lNQJGb,,Photo,,1/11/2014 14:19,30304,0,639,53535,0,1879,0.06,10,652,30,65,1121,,556,692
13-Jan,13-Jan,1,2014,1,13,16,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152124545324076:0,Timeline Photos,,Photo,,1/13/2014 16:04,40848,0,6336,72912,0,2621,0.06,65,1447,188,1,977,,737,1700
14-Jan,14-Jan,1,2014,1,14,12,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152126123349076:0,Shop petites! http://brstyl.es/1fuUjVr,,Photo,,1/14/2014 12:30,15024,0,286,26980,0,1030,0.07,14,264,10,39,626,,247,288
15-Jan,15-Jan,1,2014,1,15,15,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152129099734076:0,"""LIKE"" if you agree: A sweater can be a game changer in any outfit.  http://brstyl.es/1j86yI5",,Photo,,1/15/2014 15:59,14184,0,214,23676,0,1086,0.08,11,244,10,11,783,,271,265
16-Jan,16-Jan,2,2014,1,16,9,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152130400919076:0,Bold patterns take black & white beyond basic http://brstyl.es/K48Sko,,Photo,,1/16/2014 9:00,25224,0,897,45593,0,1899,0.08,8,778,33,43,1030,,532,819
16-Jan,16-Jan,2,2014,1,16,12,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152130743399076:0,"We're cheering for our hometown San Francisco 49ers & we’re rooting for you too, Sarah #Harbaugh! Who’s with us? #CHINOS4JIM",,Photo,,1/16/2014 12:27,18968,0,1806,36050,0,1311,0.07,13,400,36,7,790,,383,449
17-Jan,17-Jan,1,2014,1,17,10,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152132440714076:0,Wear these together & watch heads turn  http://brstyl.es/1cBxSGr,,Photo,,1/17/2014 10:47,19136,0,433,35345,0,1388,0.07,11,391,18,32,910,,255,420
19-Jan,19-Jan,1,2014,1,19,8,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152136444224076:0,Because who doesn't love a great handbag? http://brstyl.es/1dGRA9V,,Photo,,1/19/2014 8:41,24512,0,312,43137,0,1541,0.06,9,521,13,68,895,,323,543
20-Jan,20-Jan,1,2014,1,20,9,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152138976554076:0,"Wise words from Dr Martin Luther King, Jr  #MLKday",,Photo,,1/20/2014 9:00,36464,0,6796,60994,0,2338,0.06,14,1189,179,,1032,,511,1382
21-Jan,21-Jan,1,2014,1,21,16,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152142435299076:0,The Caitlin: a flattering mix of cutouts & coverage #ShoesDay   http://brstyl.es/1dSw3tf,,Photo,,1/21/2014 16:38,33536,0,1372,59541,0,2419,0.07,48,902,59,85,1364,,538,1009
22-Jan,22-Jan,1,2014,1,22,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152143795374076:0,Grad students—we want your ideas!   Enter our #BRGrad challenge & help us plan promotions for our Youth Development program.   More info from Net Impact here: http://bit.ly/1dtY6e7,,Photo,,1/22/2014 9:00,21936,0,660,38762,0,1309,0.06,6,163,24,80,802,,479,193
23-Jan,23-Jan,1,2014,1,23,16,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152147208284076:0,...the rumors are TRUE!   More details from Lucky Magazine: http://bit.ly/1dyJgTo,,Photo,,1/23/2014 16:00,85888,0,11316,145131,0,6072,0.07,92,1660,162,1362,2370,,2602,1914
25-Jan,25-Jan,1,2014,1,25,13,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152151168469076:0,Channeling spring with our Aqua Ombre Necklace http://brstyl.es/MbIYwy,,Photo,,1/25/2014 13:59,54144,0,332,88385,0,5916,0.11,5,298,10,138,5466,,580,313
27-Jan,27-Jan,1,2014,1,27,10,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152155046124076:0,"""Like"" if you're nodding your head.   http://brstyl.es/1d4Ze83",,Photo,,1/27/2014 10:29,19792,0,905,38098,0,1471,0.07,22,329,28,39,1020,,400,379
28-Jan,28-Jan,1,2014,1,28,13,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152157641524076:0,"Spring, we're ready for you #ShoesdayTuesday  Shop our Ninah Pump: http://brstyl.es/1iHZguL",,Photo,,1/28/2014 13:49,29792,0,1401,52502,0,1979,0.07,48,793,48,84,920,,592,889
29-Jan,29-Jan,1,2014,1,29,17,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152159825789076:0,"Updated denim in fresh new patterns, right this way ---> http://brstyl.es/Lbygoj",,Photo,,1/29/2014 17:08,39904,0,1049,68748,0,2776,0.07,19,671,33,198,1889,,729,723
30-Jan,30-Jan,2,2014,1,30,15,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152162639134076:0,SPOTTED: M Loves M in our mixed-stripe b+w top http://bit.ly/1fg4JTP,,Photo,,1/30/2014 15:59,38800,0,987,63609,0,2760,0.07,21,920,39,119,1663,,815,980
30-Jan,30-Jan,2,2014,1,30,18,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152162797384076:0,Dress to impress in our favorite styles http://brstyl.es/1n1XQZl,,Photo,,1/30/2014 18:00,22056,0,705,37172,0,1526,0.07,20,478,17,37,966,,318,515
31-Jan,31-Jan,1,2014,1,31,10,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152164058009076:0,"Little black dresses, for work and play http://brstyl.es/LxiG7f",,Photo,,1/31/2014 10:12,31008,0,320,52281,0,2108,0.07,13,513,16,159,1328,,590,542
1-Feb,1-Feb,1,2014,2,1,10,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152166685099076:0,Put your best foot forward http://brstyl.es/1aQe6Nj,,Photo,,2/1/2014 10:09,24088,0,400,43069,0,1564,0.07,35,572,23,25,788,,451,630
3-Feb,3-Feb,1,2014,2,3,15,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152171827174076:0,"#MotivationMonday, pass it on!",,Photo,,2/3/2014 15:14,30064,0,3208,52314,0,1650,0.06,10,749,113,3,825,,332,872
5-Feb,5-Feb,1,2014,2,5,17,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152177037779076:0,"This spring, it's all about the open-toe bootie http://brstyl.es/1gNXLLq",,Photo,,2/5/2014 17:32,33040,0,1011,55459,0,2156,0.07,62,866,39,113,991,,607,967
6-Feb,6-Feb,1,2014,2,6,17,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152179192304076:0,We <3 Hallie Swanson's Banana Republic trench coat/pencil skirt combo http://bit.ly/1evJPE2,,Photo,,2/6/2014 17:33,25640,0,293,45424,0,1899,0.07,5,436,13,41,1323,,468,454
9-Feb,9-Feb,1,2014,2,9,11,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152184765949076:0,"Did you stop by a Banana Republic this weekend?   Photo taken at our new Lima, Peru store!",,Photo,,2/9/2014 11:05,30288,0,1246,55515,0,2091,0.07,37,943,34,2,1008,,634,1014
10-Feb,10-Feb,1,2014,2,10,19,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152187876454076:0,Mobile Uploads,,Photo,,2/10/2014 19:33,30448,0,2571,52639,0,1403,0.05,13,543,90,,717,,515,646
11-Feb,11-Feb,1,2014,2,11,13,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152189537919076:0,Blair Eadie of Atlantic-Pacific wears our Sloan Rugby Striped Pant http://bit.ly/1b6fUBL,,Photo,,2/11/2014 13:31,37840,0,379,63543,0,3588,0.1,21,474,18,76,2980,,634,513
12-Feb,12-Feb,1,2014,2,12,15,Wed,0,4,https://www.facebook.com/media/set/?set=ms.10152191733344076.10152191733139076.10152191733309076.10152191733144076.10152191733149076.10152191733299076.bps.a.10152191732929076.1073741833.15524934075&type=1,We've got you covered. See our top 5 picks for her that are sure to impress.,,Photo,,2/12/2014 15:22,75648,0,480,132416,0,11196,0.15,8,175,6,3,1784,,10452,189
13-Feb,13-Feb,1,2014,2,13,13,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152193561959076:0,Olivia Palermo spotted wearing our Sloan Leopard Print Ankle Pant during #NYFW   http://brstyl.es/LYbb91,,Photo,,2/13/2014 13:45,37488,0,695,63480,0,3456,0.09,29,433,28,56,2872,,698,490
14-Feb,14-Feb,1,2014,2,14,8,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152195275069076:0,Be our Valentine? <3,,Photo,,2/14/2014 8:11,22232,0,809,36601,0,1603,0.07,11,567,29,1,982,,344,607
15-Feb,15-Feb,2,2014,2,15,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152197447644076:0,Rock a colorful belt http://brstyl.es/1bSEEse,,Photo,,2/15/2014 9:00,18000,0,527,29671,0,1142,0.06,6,337,11,7,750,,188,354
15-Feb,15-Feb,2,2014,2,15,14,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10101299588161816,"Hello Sloan! Sexy, sculpted and tailored to fit. ",,Link,,2/15/2014 14:30,20416,0,14,36799,0,444,0.02,2,76,2,166,,,239,80
16-Feb,16-Feb,1,2014,2,16,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152200017454076:0,Cold weather getting you down? Brighten up http://brstyl.es/1f86xRn,,Photo,,2/16/2014 12:17,26704,0,293,45108,0,1438,0.05,10,293,15,41,992,,272,318
17-Feb,17-Feb,1,2014,2,17,14,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152202429204076:0,"#movomonday, pass it on!",,Photo,,2/17/2014 14:53,45984,0,6824,74953,0,2528,0.06,23,1167,254,,1193,,617,1444
19-Feb,19-Feb,1,2014,2,19,14,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10101306355325366,"As a brand dedicated to helping people achieve,  we’re proud to announce that Banana Republic will be increasing the minimum hourly rate for US employees",,Photo,,2/19/2014 14:08,35664,0,65,59501,0,1269,0.04,24,316,2,177,121,,1010,342
21-Feb,21-Feb,1,2014,2,21,14,Fri,0,6,https://www.facebook.com/media/set/?set=ms.10152210067464076.10152210067454076.10152210067449076.10152210067769076.bps.a.10152210067299076.1073741837.15524934075&type=1,"Get a look inside our photo shoot and meet the cast from our upcoming campaign. Real people, real couples, real connections.",,Photo,,2/21/2014 14:08,124864,0,397,213898,0,24944,0.2,4,210,8,,4928,,22704,222
22-Feb,22-Feb,1,2014,2,22,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152212075954076:0,Try it once & you’ll see why the Sloan pant is our #1 customer favorite.   Shop now: http://brstyl.es/1cbGwfH,,Photo,,2/22/2014 12:38,38992,0,781,61579,0,2864,0.07,22,530,26,133,2052,,588,578
23-Feb,23-Feb,2,2014,2,23,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152214214464076:0,The Classy Cubicle goes uptown-chic in our Sloan colorblock sheath http://bit.ly/1jY0imW,,Photo,,2/23/2014 12:00,43984,0,884,72706,0,3422,0.08,29,735,36,130,2448,,936,800
23-Feb,23-Feb,2,2014,2,23,16,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152214745374076:0,Outfit inspiration. Where would you wear this look?  Shop our favorite looks: http://brstyl.es/1fLKdtr Photo: @the_style_wire,,Photo,,2/23/2014 16:34,58240,0,2721,99273,0,4496,0.08,72,1596,74,444,2160,,1540,1742
24-Feb,24-Feb,1,2014,2,24,9,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152216042419076:0,What does 'True Style' mean to you?,,Photo,,2/24/2014 9:00,24232,0,1936,39404,0,1427,0.06,10,496,61,,855,,272,567
25-Feb,25-Feb,1,2014,2,25,11,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152218458664076:0,Fan Favorite: Emily F. styles our Crepe V-neck Blouse http://brstyl.es/1fpkBHX,,Photo,,2/25/2014 11:45,81792,0,2381,143960,0,8424,0.1,37,1168,36,804,6240,,2152,1241
26-Feb,26-Feb,1,2014,2,26,15,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152220873174076:0,This Sunday we'll be live from the Red Carpet with an exclusive livestream and all your favorite celebs! Join us at www.youtube.com/bananarepublic.,,Photo,,2/26/2014 15:42,18632,0,1048,29469,0,1001,0.05,7,216,35,16,689,,177,258
27-Feb,27-Feb,1,2014,2,27,9,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152222195974076:0,Enjoy 40% off your purchase online & in-store* http://brstyl.es/1iSmkHK  Use code 'BRTUNEIN',,Photo,,2/27/2014 9:57,38992,0,3496,64945,0,2125,0.05,31,378,81,169,1053,,912,490
28-Feb,28-Feb,1,2014,2,28,17,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152224899124076:0,"Perfectly peplum weekend look, styled by @the_style_wire  Necklace: http://brstyl.es/1hKVoVO Top: http://brstyl.es/1gI2xFp Pant: http://brstyl.es/1fx8OHJ Flats: http://brstyl.es/1kyyvGV",,Photo,,2/28/2014 17:01,50864,0,1233,89778,0,3414,0.07,18,1023,35,500,1543,,1073,1076
1-Mar,1-Mar,1,2014,3,1,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152226420309076:0,Red Carpet prep starts now - can't go wrong with sparkles and champagne!  Join us tomorrow at 2:30pm/PST  www.youtube.com/bananarepublic,,Photo,,3/1/2014 12:00,21480,0,344,38887,0,1222,0.06,1,301,15,28,830,,184,317
2-Mar,2-Mar,1,2014,3,2,13,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152228731814076:0,We're live from the Red Carpet starting at 5:30pm EST / 2:30pm PST! Tune in to the livestream hosted by iJustine at www.youtube.com/bananarepublic,,Photo,,3/2/2014 13:00,19168,0,656,33403,0,975,0.05,6,125,18,27,711,,194,149
3-Mar,3-Mar,1,2014,3,3,13,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152230942869076:0,Inspiring words from last night #MotivationMonday,,Photo,,3/3/2014 13:07,38752,0,6168,74371,0,2326,0.06,37,922,184,3,1195,,744,1143
4-Mar,4-Mar,1,2014,3,4,10,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152232469309076:0,"Win a $500 shopping spree! Snap a photo of your favorite look, upload it to Twitter or Instagram and tag with #TRUESTYLE. A new winner will be chosen each week! http://bit.ly/1dHnbHk",,Photo,United States of America,3/4/2014 10:00,14792,0,281,27090,0,877,0.06,2,173,11,40,601,,230,186
5-Mar,5-Mar,1,2014,3,5,11,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152235299309076:0,"Every gal could use a trench in her wardrobe, no? http://brstyl.es/1e2lTDr",product,Photo,,3/5/2014 11:56,40960,0,1893,76963,0,2743,0.07,39,1068,56,114,1326,,957,1163
6-Mar,6-Mar,1,2014,3,6,17,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152237851664076:0,"Our California Collection has arrived, take a peek!  Him: http://brstyl.es/1fKy6lF Her: http://brstyl.es/1cevyeR",product,Photo,,3/6/2014 17:05,66176,0,3512,119479,0,4770,0.07,27,908,65,1220,2216,,1594,1000
7-Mar,7-Mar,1,2014,3,7,17,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152240314159076:0,Natalie Catalina of Doses of Design is pretty in peplum. <3 #TRUESTYLE,,Photo,,3/7/2014 17:40,28528,0,370,52602,0,2182,0.08,5,526,14,,684,,1233,545
8-Mar,8-Mar,2,2014,3,8,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152241509989076:0,Today is International Women's Day! We're celebrating by honoring the women of the Gap Inc. P.A.C.E. education and training program.  Learn more at www.bewhatspossible.com/pace,,Photo,,3/8/2014 9:37,25960,0,531,47014,0,1471,0.06,2,399,17,41,757,,601,418
8-Mar,8-Mar,2,2014,3,8,13,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152241919539076:0,Lucie Pumps to spring forward in. Styled by Saucy Glossie. http://bit.ly/1oAwoTc,product,Photo,,3/8/2014 13:00,35968,0,1303,65316,0,2357,0.07,35,1022,51,155,674,,1000,1108
10-Mar,10-Mar,1,2014,3,10,8,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152245901554076:0,Timeline Photos,,Photo,,3/10/2014 8:00,46496,0,9756,80302,0,3154,0.07,68,1743,247,1,746,,1456,2058
11-Mar,11-Mar,1,2014,3,11,11,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152248244819076:0,Put a spring in your step. http://brstyl.es/1oJqZcA,product,Photo,,3/11/2014 11:16,26216,0,677,46125,0,1648,0.06,15,469,16,56,788,,614,500
12-Mar,12-Mar,1,2014,3,12,15,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152250603404076:0,In full bloom! Wendy's Lookbook celebrates her blog's special day in our floral striped blazer: http://bit.ly/1eoSm6S   Shop the Look: http://brstyl.es/1fS8JhY,product,Photo,,3/12/2014 15:38,38192,0,812,59371,0,2466,0.07,15,532,26,241,1503,,662,573
13-Mar,13-Mar,1,2014,3,13,14,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10152252506739076:0,"Food, friends, fashion. Lo Bosworth's #TRUESTYLE is inspired by her life. What inspires yours?   Watch the full video here: http://bit.ly/1fL3uKO",,Photo,,3/13/2014 14:55,17232,0,1173,29102,0,1077,0.06,5,330,51,19,687,,190,386
14-Mar,14-Mar,1,2014,3,14,13,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10152254720729076:0,Athena Pelton Photography dreams of spring and leopard print. What outfit are you looking forward to wearing this spring?  Shop the Look:  Chambray Shirtdress: http://brstyl.es/1kfjfPE  Ivonne Pumps: http://brstyl.es/1ha4gno,product,Photo,,3/14/2014 13:29,23208,0,246,38578,0,1659,0.07,12,396,9,107,1074,,363,417
15-Mar,15-Mar,1,2014,3,15,10,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10152256626729076:0,#TRUESTYLE happens behind the scenes.,,Photo,,3/15/2014 10:00,25800,0,1712,42712,0,2026,0.08,28,492,42,,1440,,589,562
16-Mar,16-Mar,1,2014,3,16,10,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10152259007304076:0,"Fun, flirty and seriously stylish dresses to inspire your Sunday style. http://brstyl.es/1ibrKdN",product,Photo,,3/16/2014 10:43,35680,0,971,58215,0,2421,0.07,32,756,36,186,1412,,687,824
17-Mar,17-Mar,2,2014,3,17,8,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152261030849076:0,Do you have the luck of the stylish? These pinch-free picks are essential for celebrating in style all day. http://brstyl.es/1iSmkHK,product,Photo,,3/17/2014 8:43,19328,0,1324,31965,0,1354,0.07,7,599,38,11,714,,283,644
17-Mar,17-Mar,2,2014,3,17,11,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10152261259334076,We are stunned and saddened to learn of the loss of L'Wren Scott. Our hearts and prayers go out to her friends and family.,,Status,,3/17/2014 11:02,67168,0,378,125144,0,1977,0.03,26,196,15,,,,1842,237
18-Mar,18-Mar,1,2014,3,18,13,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10152263585104076:0,Sign up to get exclusive offers & perks galore  http://bit.ly/1knMqA2,promotional,Photo,,3/18/2014 13:12,14552,0,251,24384,0,971,0.07,2,152,6,46,717,,172,160
19-Mar,19-Mar,1,2014,3,19,14,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10152265950544076:0,Rachel Bilson spotted running errands in LA wearing our Ivory Trench http://brstyl.es/1gbiwQ9,product,Photo,,3/19/2014 14:54,39600,0,669,67885,0,3656,0.09,26,662,18,178,2582,,1068,706
