id,blog_id,url,blog,fulldate,date,time,hour,notes,notes_mean,notes_index,post_frequency
980,1.34536E+11,http://glamour.tumblr.com/post/134536366699/live-colorfully-via-glitterguide-on-instagram,glamour,2015-12-04 18:00:28 GMT,12/4/2015,18:00:28,18,128,299,0.428093645,3
981,1.34526E+11,http://glamour.tumblr.com/post/134526077791/sweater-dresses-and-leopard-heels-via-glamourcom,glamour,2015-12-04 14:00:38 GMT,12/4/2015,14:00:38,14,128,299,0.428093645,3
982,1.34492E+11,http://glamour.tumblr.com/post/134492350512/flying-photo-diego-fuga,glamour,2015-12-04 00:00:21 GMT,12/4/2015,0:00:21,0,130,299,0.434782609,3
983,1.34462E+11,http://glamour.tumblr.com/post/134462009331/winter-date-night-metallics-via-glamourcom,glamour,2015-12-03 14:00:14 GMT,12/3/2015,14:00:14,14,132,299,0.441471572,2
984,1.34428E+11,http://glamour.tumblr.com/post/134427715242/set-the-world-on-fire-via-alcltd-on-instagram,glamour,2015-12-03 00:00:15 GMT,12/3/2015,0:00:15,0,135,299,0.451505017,2
985,1.34408E+11,http://glamour.tumblr.com/post/134407664603/rainbow-stripes-and-skinny-jeans-via-glamourcom,glamour,2015-12-02 18:00:27 GMT,12/2/2015,18:00:27,18,135,299,0.451505017,3
986,1.34397E+11,http://glamour.tumblr.com/post/134396853111/skinny-jeans-strut-via-glamourcom,glamour,2015-12-02 14:00:19 GMT,12/2/2015,14:00:19,14,136,299,0.454849498,3
987,1.34362E+11,http://glamour.tumblr.com/post/134362027623/to-the-moon-and-back-via-etsy,glamour,2015-12-02 00:00:19 GMT,12/2/2015,0:00:19,0,141,299,0.471571906,3
988,1.34342E+11,http://glamour.tumblr.com/post/134341871209/winter-braids-photo-eric-josjo,glamour,2015-12-01 18:00:15 GMT,12/1/2015,18:00:15,18,143,299,0.47826087,4
989,1.34331E+11,http://glamour.tumblr.com/post/134331394949/thigh-highs-via-glamourcom,glamour,2015-12-01 14:00:35 GMT,12/1/2015,14:00:35,14,144,299,0.481605351,4
990,1.3433E+11,http://glamour.tumblr.com/post/134330333186/meet-our-january-cover-stars-tina-fey-and-amy,glamour,2015-12-01 13:30:01 GMT,12/1/2015,13:30:01,13,149,299,0.498327759,4
991,1.34297E+11,http://glamour.tumblr.com/post/134296746405/sequin-stripes-photo-james-ryang-for-glamour,glamour,2015-12-01 00:00:29 GMT,12/1/2015,0:00:29,0,150,299,0.501672241,4
992,1.34277E+11,http://glamour.tumblr.com/post/134276946011/cozy-up-via-glamourcom,glamour,2015-11-30 18:00:33 GMT,11/30/2015,18:00:33,18,150,299,0.501672241,2
993,1.34266E+11,http://glamour.tumblr.com/post/134266339413/boyfriend-jeans-love-via-glamourcom,glamour,2015-11-30 14:00:20 GMT,11/30/2015,14:00:20,14,151,299,0.505016722,2
994,1.34088E+11,http://glamour.tumblr.com/post/134088025174/slip-em-on-via-glamourcom,glamour,2015-11-28 00:00:32 GMT,11/28/2015,0:00:32,0,1510,299,5.050167224,1
995,1.34068E+11,http://glamour.tumblr.com/post/134068295914/a-while-lot-of-lovely-via-pinterest,glamour,2015-11-27 18:00:16 GMT,11/27/2015,18:00:16,18,153,299,0.511705686,3
996,1.34057E+11,http://glamour.tumblr.com/post/134057314427/flares-for-days-via-glamourcom,glamour,2015-11-27 14:00:37 GMT,11/27/2015,14:00:37,14,157,299,0.525083612,3
997,1.34025E+11,http://glamour.tumblr.com/post/134025267376/jeans-for-all-via-glamourcom,glamour,2015-11-27 00:00:41 GMT,11/27/2015,0:00:41,0,157,299,0.525083612,3
998,1.34005E+11,http://glamour.tumblr.com/post/134004875015/its-time-to-upgrade-your-lbd-via-glamourcom,glamour,2015-11-26 18:00:28 GMT,11/26/2015,18:00:28,18,162,299,0.54180602,3
999,1.33993E+11,http://glamour.tumblr.com/post/133993199498/lingerie-perfection-photo-free-people,glamour,2015-11-26 14:00:28 GMT,11/26/2015,14:00:28,14,163,299,0.545150502,3
1000,1.3396E+11,http://glamour.tumblr.com/post/133959630281/bundle-up-via-glamourcom,glamour,2015-11-26 00:00:27 GMT,11/26/2015,0:00:27,0,169,299,0.565217391,3
1001,1.33939E+11,http://glamour.tumblr.com/post/133939001726/great-people-via-amaheris-on-instagram,glamour,2015-11-25 18:00:21 GMT,11/25/2015,18:00:21,18,169,299,0.565217391,3
1002,1.33927E+11,http://glamour.tumblr.com/post/133927412991/all-black-everything-with-kendall-and-kylie-via,glamour,2015-11-25 14:00:25 GMT,11/25/2015,14:00:25,14,170,299,0.568561873,3
1003,1.33893E+11,http://glamour.tumblr.com/post/133893159201/pink-smoke-over-water-photo-filippo-minelli,glamour,2015-11-25 00:00:24 GMT,11/25/2015,0:00:24,0,170,299,0.568561873,3
1004,1.33862E+11,http://glamour.tumblr.com/post/133861836921/its-party-time-photo-katie-friedman-for-glamour,glamour,2015-11-24 14:00:38 GMT,11/24/2015,14:00:38,14,179,299,0.598662207,2
1005,1.33827E+11,http://glamour.tumblr.com/post/133827050682/trouser-perfection-just-in-time-for-thanksgiving,glamour,2015-11-24 00:00:20 GMT,11/24/2015,0:00:20,0,187,299,0.62541806,2
1006,1.33806E+11,http://glamour.tumblr.com/post/133805791354/have-you-downloaded-glamours-new-app-coat-yet,glamour,2015-11-23 18:00:24 GMT,11/23/2015,18:00:24,18,188,299,0.628762542,2
1007,1.33795E+11,http://glamour.tumblr.com/post/133794526291/our-people-via-sophiachabbott-on-instagram,glamour,2015-11-23 14:00:30 GMT,11/23/2015,14:00:30,14,191,299,0.638795987,2
1008,1.33622E+11,http://glamour.tumblr.com/post/133622141359/rainbow-topknot-via-pinterest,glamour,2015-11-21 00:00:38 GMT,11/21/2015,0:00:38,0,195,299,0.652173913,1
1009,1.33603E+11,http://glamour.tumblr.com/post/133603216861/italian-street-style-at-its-finest-via,glamour,2015-11-20 18:00:40 GMT,11/20/2015,18:00:40,18,196,299,0.655518395,3
1010,1.33593E+11,http://glamour.tumblr.com/post/133592509639/chunky-knits-and-blue-jeans-via-pinterest,glamour,2015-11-20 14:00:21 GMT,11/20/2015,14:00:21,14,197,299,0.658862876,3
1011,1.33559E+11,http://glamour.tumblr.com/post/133558827178/lovely-iris-photo-katie-friedman-for-glamour,glamour,2015-11-20 00:00:22 GMT,11/20/2015,0:00:22,0,198,299,0.662207358,3
1012,1.33539E+11,http://glamour.tumblr.com/post/133539201596/pointy-toe-flats-for-winter-photo-katie-friedman,glamour,2015-11-19 18:00:39 GMT,11/19/2015,18:00:39,18,199,299,0.665551839,3
1013,1.33529E+11,http://glamour.tumblr.com/post/133528656634/winter-is-for-layering-via-glamourcom,glamour,2015-11-19 14:00:37 GMT,11/19/2015,14:00:37,14,201,299,0.672240803,3
1014,1.33495E+11,http://glamour.tumblr.com/post/133494911402/overalls-arent-just-for-kids-via-glamourcom,glamour,2015-11-19 00:00:40 GMT,11/19/2015,0:00:40,0,204,299,0.682274247,3
1015,1.33475E+11,http://glamour.tumblr.com/post/133475080802/kendall-is-growing-her-wings-via-glamourcom,glamour,2015-11-18 18:00:38 GMT,11/18/2015,18:00:38,18,204,299,0.682274247,3
1016,1.33465E+11,http://glamour.tumblr.com/post/133464679542/boyfriend-jeans-and-lady-heels-via-pinterest,glamour,2015-11-18 14:00:33 GMT,11/18/2015,14:00:33,14,2063,299,6.899665552,3
1017,1.33431E+11,http://glamour.tumblr.com/post/133431370109/new-york-in-glamour-pink-photo-geoff-barrenger,glamour,2015-11-18 00:00:28 GMT,11/18/2015,0:00:28,0,2084,299,6.969899666,3
1018,1.33412E+11,http://glamour.tumblr.com/post/133411843032/scarf-weather-photo-something-navy,glamour,2015-11-17 18:00:21 GMT,11/17/2015,18:00:21,18,210,299,0.702341137,3
1019,1.33401E+11,http://glamour.tumblr.com/post/133401333743/dare-to-wear-red-via-glamourcom,glamour,2015-11-17 14:00:19 GMT,11/17/2015,14:00:19,14,210,299,0.702341137,3
1020,1.33367E+11,http://glamour.tumblr.com/post/133367437003/set-the-world-on-fire-via-alcltd-on-instagram,glamour,2015-11-17 00:00:25 GMT,11/17/2015,0:00:25,0,211,299,0.705685619,3
1021,1.33347E+11,http://glamour.tumblr.com/post/133346892480/misty-copeland-on-the-top-of-the-world-photo,glamour,2015-11-16 18:00:28 GMT,11/16/2015,18:00:28,18,212,299,0.7090301,3
1022,1.33336E+11,http://glamour.tumblr.com/post/133336133019/forever-in-love-via-hannahbronfman-on-instagram,glamour,2015-11-16 14:00:29 GMT,11/16/2015,14:00:29,14,214,299,0.715719064,3
1023,1.33336E+11,http://glamour.tumblr.com/post/133336128630/sponsored-its-time-to-start-thinking-holiday,glamour,2015-11-16 14:00:28 GMT,11/16/2015,14:00:28,14,218,299,0.72909699,3
1024,1.33161E+11,http://glamour.tumblr.com/post/133161456847/hello-weekend-via-pinterest,glamour,2015-11-14 00:00:26 GMT,11/14/2015,0:00:26,0,224,299,0.74916388,1
1025,1.33142E+11,http://glamour.tumblr.com/post/133142330518/matchy-matchy-via-glamourcom,glamour,2015-11-13 18:00:17 GMT,11/13/2015,18:00:17,18,226,299,0.755852843,3
1026,1.33132E+11,http://glamour.tumblr.com/post/133131674022/allover-pink-via-blaireadiebee-on-instagram,glamour,2015-11-13 14:00:32 GMT,11/13/2015,14:00:32,14,235,299,0.785953177,3
1027,1.33098E+11,http://glamour.tumblr.com/post/133098092162/just-the-classics-via-glamourcom,glamour,2015-11-13 00:00:29 GMT,11/13/2015,0:00:29,0,235,299,0.785953177,3
1028,1.33078E+11,http://glamour.tumblr.com/post/133077976310/emma-stone-on-flaws-via-glamourcom,glamour,2015-11-12 18:00:14 GMT,11/12/2015,18:00:14,18,241,299,0.806020067,3
1029,1.33067E+11,http://glamour.tumblr.com/post/133067089353/white-shirt-dressing-via-glamourcom,glamour,2015-11-12 14:00:17 GMT,11/12/2015,14:00:17,14,244,299,0.816053512,3
1030,1.33033E+11,http://glamour.tumblr.com/post/133032862365/topknot-time-via-pinterest,glamour,2015-11-12 00:00:27 GMT,11/12/2015,0:00:27,0,246,299,0.822742475,3
1031,1.33012E+11,http://glamour.tumblr.com/post/133012099084/its-a-shoe-rainbow-photo-emily-kemp,glamour,2015-11-11 18:00:36 GMT,11/11/2015,18:00:36,18,247,299,0.826086957,3
1032,1.33001E+11,http://glamour.tumblr.com/post/133000749023/miniskirts-and-skateboards-photo-melodie-jeng,glamour,2015-11-11 14:00:19 GMT,11/11/2015,14:00:19,14,252,299,0.842809365,3
1033,1.32966E+11,http://glamour.tumblr.com/post/132966103279/overalls-and-topknots-via-glamourcom,glamour,2015-11-11 00:00:20 GMT,11/11/2015,0:00:20,0,258,299,0.862876254,3
1034,1.32936E+11,http://glamour.tumblr.com/post/132935643555/sidewalk-hearts-via-garancedore-on-instagram,glamour,2015-11-10 14:00:25 GMT,11/10/2015,14:00:25,14,261,299,0.872909699,2
1035,1.32901E+11,http://glamour.tumblr.com/post/132901294589/swinging-bell-sleeves-photo-tommy-ton,glamour,2015-11-10 00:00:39 GMT,11/10/2015,0:00:39,0,261,299,0.872909699,2
1036,1.3288E+11,http://glamour.tumblr.com/post/132880251092/little-black-sweatshirt-photo-katie-friedman-for,glamour,2015-11-09 18:00:13 GMT,11/9/2015,18:00:13,18,274,299,0.91638796,2
1037,1.32869E+11,http://glamour.tumblr.com/post/132869290284/happy-woty-day-photo-tom-munro,glamour,2015-11-09 14:00:11 GMT,11/9/2015,14:00:11,14,276,299,0.923076923,2
1038,1.32694E+11,http://glamour.tumblr.com/post/132693770226/fancy-flats-via-glamourcom,glamour,2015-11-07 00:00:36 GMT,11/7/2015,0:00:36,0,278,299,0.929765886,1
1039,1.32675E+11,http://glamour.tumblr.com/post/132674541189/dreaming-of-denim-cutoffs-photo-jcrew,glamour,2015-11-06 18:00:35 GMT,11/6/2015,18:00:35,18,304,299,1.016722408,3
1040,1.32664E+11,http://glamour.tumblr.com/post/132663739584/rainbow-stripes-photo-david-bailey,glamour,2015-11-06 14:00:24 GMT,11/6/2015,14:00:24,14,31,299,0.10367893,3
1041,1.3263E+11,http://glamour.tumblr.com/post/132630492337/misty-copeland-dancing-on-rooftops-photo-mark,glamour,2015-11-06 00:00:37 GMT,11/6/2015,0:00:37,0,315,299,1.053511706,3
1042,1.32611E+11,http://glamour.tumblr.com/post/132610850776/think-feel-and-imagine-via-victoriabeckham-on,glamour,2015-11-05 18:00:23 GMT,11/5/2015,18:00:23,18,316,299,1.056856187,3
1043,1.326E+11,http://glamour.tumblr.com/post/132600287177/rainy-days-via-glamourcom,glamour,2015-11-05 14:00:33 GMT,11/5/2015,14:00:33,14,318,299,1.063545151,3
1044,1.32567E+11,http://glamour.tumblr.com/post/132566913358/do-epic-shit-graphic-cargo-collective,glamour,2015-11-05 00:00:39 GMT,11/5/2015,0:00:39,0,321,299,1.073578595,3
1045,1.32547E+11,http://glamour.tumblr.com/post/132546958901/audrey-in-white-photo-oliver-goldsmith,glamour,2015-11-04 18:00:27 GMT,11/4/2015,18:00:27,18,325,299,1.086956522,2
1046,1.32536E+11,http://glamour.tumblr.com/post/132536327420/leather-pants-style-via-glamourcom,glamour,2015-11-04 14:00:32 GMT,11/4/2015,14:00:32,14,329,299,1.100334448,2
1047,1.32483E+11,http://glamour.tumblr.com/post/132482543458/party-dress-layering-photo-katie-friedman-for,glamour,2015-11-03 18:00:50 GMT,11/3/2015,18:00:50,18,346,299,1.157190635,3
1048,1.32472E+11,http://glamour.tumblr.com/post/132471561310/caped-crusader-illustration-garance-doré,glamour,2015-11-03 14:00:26 GMT,11/3/2015,14:00:26,14,349,299,1.16722408,3
1049,1.32437E+11,http://glamour.tumblr.com/post/132436934918/flower-power-via-crazystylelove-on-instagram,glamour,2015-11-03 00:02:52 GMT,11/3/2015,0:02:52,0,355,299,1.18729097,3
1050,1.32416E+11,http://glamour.tumblr.com/post/132416275348/pencil-skirts-and-turtlenecks-via-glamourcom,glamour,2015-11-02 18:00:15 GMT,11/2/2015,18:00:15,18,382,299,1.277591973,2
1051,1.32405E+11,http://glamour.tumblr.com/post/132404949643/dont-let-it-get-you-photo-dianna-clapperton,glamour,2015-11-02 14:00:39 GMT,11/2/2015,14:00:39,14,383,299,1.280936455,2
1052,1.32236E+11,http://glamour.tumblr.com/post/132236490629/bundle-up-via-glamourcom,glamour,2015-10-30 23:00:14 GMT,10/30/2015,23:00:14,23,39,299,0.130434783,3
1053,1.32218E+11,http://glamour.tumblr.com/post/132218332160/trust-yourself-via-alcltd-on-instagram,glamour,2015-10-30 17:00:36 GMT,10/30/2015,17:00:36,17,39,299,0.130434783,3
1054,1.32208E+11,http://glamour.tumblr.com/post/132208160554/winter-coats-for-all-via-glamourcom,glamour,2015-10-30 13:00:12 GMT,10/30/2015,13:00:12,13,394,299,1.317725753,3
1055,1.32175E+11,http://glamour.tumblr.com/post/132174936273/knits-and-pleats-for-days-photo-melodie-jeng-for,glamour,2015-10-29 23:00:21 GMT,10/29/2015,23:00:21,23,40,299,0.133779264,4
1056,1.32156E+11,http://glamour.tumblr.com/post/132155648542/we-got-in-bed-with-fuckjerry-and-beigecardigan,glamour,2015-10-29 17:00:37 GMT,10/29/2015,17:00:37,17,401,299,1.341137124,4
1057,1.32153E+11,http://glamour.tumblr.com/post/132152897678/reese-witherspoon-the-hollywood-hero-is-a-2015,glamour,2015-10-29 16:00:24 GMT,10/29/2015,16:00:24,16,412,299,1.377926421,4
1058,1.32145E+11,http://glamour.tumblr.com/post/132145409243/the-shoes-of-spring-via-glamourcom,glamour,2015-10-29 13:00:11 GMT,10/29/2015,13:00:11,13,414,299,1.384615385,4
1059,1.32111E+11,http://glamour.tumblr.com/post/132110571918/fur-sequins-and-pajamas-via-glamourcom,glamour,2015-10-28 23:00:37 GMT,10/28/2015,23:00:37,23,417,299,1.394648829,3
1060,1.32091E+11,http://glamour.tumblr.com/post/132090884876/bright-coats-and-denim-photo-melodie-jeng-for,glamour,2015-10-28 17:00:19 GMT,10/28/2015,17:00:19,17,435,299,1.454849498,3
1061,1.32081E+11,http://glamour.tumblr.com/post/132080614914/open-your-eyes-photos-katie-friedman-for-glamour,glamour,2015-10-28 13:00:26 GMT,10/28/2015,13:00:26,13,464,299,1.551839465,3
1062,1.32045E+11,http://glamour.tumblr.com/post/132045425585/legging-time-heres-how-to-wear-them,glamour,2015-10-27 23:00:32 GMT,10/27/2015,23:00:32,23,465,299,1.555183946,3
1063,1.32025E+11,http://glamour.tumblr.com/post/132025383933/yes-please-via-stellafaith-on-instagram,glamour,2015-10-27 17:00:12 GMT,10/27/2015,17:00:12,17,48,299,0.160535117,3
1064,1.32015E+11,http://glamour.tumblr.com/post/132014990647/put-on-your-dancing-shoes-photo-katie-friedman,glamour,2015-10-27 13:00:23 GMT,10/27/2015,13:00:23,13,489,299,1.635451505,3
1065,1.31979E+11,http://glamour.tumblr.com/post/131979156533/fall-layering-images-katie-friedman-for-glamour,glamour,2015-10-26 23:00:34 GMT,10/26/2015,23:00:34,23,494,299,1.652173913,4
1066,1.31975E+11,http://glamour.tumblr.com/post/131974753666/sponsored-youve-heard-of-a-smoky-eye-but-what,glamour,2015-10-26 21:47:11 GMT,10/26/2015,21:47:11,21,506,299,1.692307692,4
1067,1.31959E+11,http://glamour.tumblr.com/post/131959077084/celebrating-the-details-of-raf-simons-dior,glamour,2015-10-26 17:00:40 GMT,10/26/2015,17:00:40,17,508,299,1.698996656,4
1068,1.31948E+11,http://glamour.tumblr.com/post/131948373158/enjoy-the-little-things-in-life-via,glamour,2015-10-26 13:00:10 GMT,10/26/2015,13:00:10,13,51,299,0.170568562,4
1069,1.31775E+11,http://glamour.tumblr.com/post/131774915331/finally-via-kellysnapshappy-on-instagram,glamour,2015-10-23 23:00:22 GMT,10/23/2015,23:00:22,23,513,299,1.715719064,3
1070,1.31756E+11,http://glamour.tumblr.com/post/131755685421/squad-goals-photo-patrick-demarchelier,glamour,2015-10-23 17:00:17 GMT,10/23/2015,17:00:17,17,516,299,1.725752508,3
1071,1.31745E+11,http://glamour.tumblr.com/post/131745267840/a-pop-of-color-via-glamourcom,glamour,2015-10-23 13:00:18 GMT,10/23/2015,13:00:18,13,517,299,1.72909699,3
1072,1.31712E+11,http://glamour.tumblr.com/post/131711735714/style-crush-olivia-palermo-bundles-up-for-the,glamour,2015-10-22 23:00:41 GMT,10/22/2015,23:00:41,23,520,299,1.739130435,3
1073,1.31692E+11,http://glamour.tumblr.com/post/131692355848/say-yes-to-new-adventures-via-jfisherjewelry-on,glamour,2015-10-22 17:00:26 GMT,10/22/2015,17:00:26,17,53,299,0.177257525,3
1074,1.31682E+11,http://glamour.tumblr.com/post/131682130078/knots-and-bows-aboundscarf-season-is-upon-us,glamour,2015-10-22 13:00:37 GMT,10/22/2015,13:00:37,13,532,299,1.779264214,3
1075,1.31648E+11,http://glamour.tumblr.com/post/131648004287/lessons-in-layering-utility-jumpsuit-edition,glamour,2015-10-21 23:00:32 GMT,10/21/2015,23:00:32,23,55,299,0.183946488,2
1076,1.31617E+11,http://glamour.tumblr.com/post/131617365762/coming-soon-who-what-wear-x-target-via,glamour,2015-10-21 13:00:26 GMT,10/21/2015,13:00:26,13,56,299,0.18729097,2
1077,1.31583E+11,http://glamour.tumblr.com/post/131582613881/blurred-lines-photo-jcrew,glamour,2015-10-20 23:00:32 GMT,10/20/2015,23:00:32,23,569,299,1.903010033,4
1078,1.31563E+11,http://glamour.tumblr.com/post/131562590339/chic-and-comfy-shoes-for-fall-via-glamourcom,glamour,2015-10-20 17:00:25 GMT,10/20/2015,17:00:25,17,578,299,1.933110368,4
1079,1.31089E+11,http://glamour.tumblr.com/post/131559074141/smpweddings-our-favorite-celeb-proposal,glamour,2015-10-20 15:46:46 GMT,10/20/2015,15:46:46,15,579,299,1.936454849,4
1080,1.31552E+11,http://glamour.tumblr.com/post/131552156238/a-fashion-girls-guide-to-halloween-straight-from,glamour,2015-10-20 13:00:29 GMT,10/20/2015,13:00:29,13,586,299,1.959866221,4
1081,1.31518E+11,http://glamour.tumblr.com/post/131517573172/ankle-bootie-love-via-glamourcom,glamour,2015-10-19 23:00:30 GMT,10/19/2015,23:00:30,23,59,299,0.197324415,3
1082,1.31497E+11,http://glamour.tumblr.com/post/131497026656/its-happening-its-happening-balmain-x-hmsee,glamour,2015-10-19 17:00:29 GMT,10/19/2015,17:00:29,17,595,299,1.989966555,3
1083,1.31486E+11,http://glamour.tumblr.com/post/131486418230/cropped-trousers-for-fall-photo-melodie-jeng-for,glamour,2015-10-19 13:00:26 GMT,10/19/2015,13:00:26,13,616,299,2.060200669,3
1084,1.31312E+11,http://glamour.tumblr.com/post/131311859355/all-suede-all-autumn-photo-melodie-jeng,glamour,2015-10-16 23:00:32 GMT,10/16/2015,23:00:32,23,654,299,2.18729097,3
1085,1.31292E+11,http://glamour.tumblr.com/post/131292153649/fall-metallics-for-every-occasion-photo-katie,glamour,2015-10-16 17:00:11 GMT,10/16/2015,17:00:11,17,670,299,2.240802676,3
1086,1.31281E+11,http://glamour.tumblr.com/post/131281403624/beading-and-fringe-at-valentino-spring-2016-via,glamour,2015-10-16 13:00:35 GMT,10/16/2015,13:00:35,13,686,299,2.294314381,3
1087,1.31248E+11,http://glamour.tumblr.com/post/131247549454/puppies-and-jewels-photo-katie-friedman,glamour,2015-10-15 23:00:29 GMT,10/15/2015,23:00:29,23,71,299,0.237458194,2
1088,1.31218E+11,http://glamour.tumblr.com/post/131217512799/behind-the-scenes-at-christian-dior-spring-2016,glamour,2015-10-15 13:00:19 GMT,10/15/2015,13:00:19,13,719,299,2.404682274,2
1089,1.31183E+11,http://glamour.tumblr.com/post/131183366840/fall-tweed-photo-josh-olins,glamour,2015-10-14 23:00:36 GMT,10/14/2015,23:00:36,23,728,299,2.434782609,2
1090,1.31163E+11,http://glamour.tumblr.com/post/131163140054/statement-heels-at-gucci-spring-2016-photo,glamour,2015-10-14 17:00:14 GMT,10/14/2015,17:00:14,17,744,299,2.488294314,2
1091,1.31118E+11,http://glamour.tumblr.com/post/131117551507/channel-the-pink-zebras-photo-gray-malin,glamour,2015-10-13 23:00:26 GMT,10/13/2015,23:00:26,23,754,299,2.52173913,3
1092,1.31097E+11,http://glamour.tumblr.com/post/131096913902/lessons-in-layering-on-glamourcom-photos-katie,glamour,2015-10-13 17:00:28 GMT,10/13/2015,17:00:28,17,759,299,2.538461538,3
1093,1.31086E+11,http://glamour.tumblr.com/post/131086099379/statement-coats-and-high-tops-photo-melodie-jeng,glamour,2015-10-13 13:00:25 GMT,10/13/2015,13:00:25,13,79,299,0.264214047,3
1094,1.3105E+11,http://glamour.tumblr.com/post/131050303882/prints-on-prints-on-prints-at-missoni-spring-2016,glamour,2015-10-12 23:00:41 GMT,10/12/2015,23:00:41,23,805,299,2.692307692,3
1095,1.31029E+11,http://glamour.tumblr.com/post/131028566040/lets-dance-via-jfisherjewelry-on-instagram,glamour,2015-10-12 17:00:15 GMT,10/12/2015,17:00:15,17,82,299,0.274247492,3
1096,1.31017E+11,http://glamour.tumblr.com/post/131016629989/sandra-bullock-glamours-november-cover-star,glamour,2015-10-12 13:00:30 GMT,10/12/2015,13:00:30,13,83,299,0.277591973,3
1097,1.30841E+11,http://glamour.tumblr.com/post/130841454192/intelligence-via-alcltd-on-instagram,glamour,2015-10-09 23:00:36 GMT,10/9/2015,23:00:36,23,831,299,2.779264214,3
1098,1.30822E+11,http://glamour.tumblr.com/post/130821657259/dior-spring-2016-via-glamourcom,glamour,2015-10-09 17:00:18 GMT,10/9/2015,17:00:18,17,85,299,0.284280936,3
1099,1.30811E+11,http://glamour.tumblr.com/post/130810769215/sleeveless-sweaters-for-fall-via-glamourcom,glamour,2015-10-09 13:00:22 GMT,10/9/2015,13:00:22,13,88,299,0.294314381,3
1100,1.30776E+11,http://glamour.tumblr.com/post/130776448042/alexander-wangs-final-collection-for-balenciaga,glamour,2015-10-08 23:00:26 GMT,10/8/2015,23:00:26,23,88,299,0.294314381,3
1101,1.30757E+11,http://glamour.tumblr.com/post/130756572248/french-girl-style-from-iva-zugic-via-glamourcom,glamour,2015-10-08 17:00:14 GMT,10/8/2015,17:00:14,17,89,299,0.297658863,3
1102,1.30746E+11,http://glamour.tumblr.com/post/130745950683/ali-macgraw-1970s-beauty-icon-via-glamourcom,glamour,2015-10-08 13:00:25 GMT,10/8/2015,13:00:25,13,89,299,0.297658863,3
1103,1.30694E+11,http://glamour.tumblr.com/post/130693603421/ultimate-outfit-inspiration-from-paris-fashion,glamour,2015-10-07 17:45:49 GMT,10/7/2015,17:45:49,17,894,299,2.989966555,3
1104,1.30691E+11,http://glamour.tumblr.com/post/130691276929/denim-on-the-streets-of-milan-fashion-week-via,glamour,2015-10-07 17:00:23 GMT,10/7/2015,17:00:23,17,896,299,2.996655518,3
1105,1.30681E+11,http://glamour.tumblr.com/post/130680577242/selfies-at-dolce-gabbana-spring-2016-via,glamour,2015-10-07 13:00:18 GMT,10/7/2015,13:00:18,13,898,299,3.003344482,3
1106,1.30645E+11,http://glamour.tumblr.com/post/130645355925/statement-earrings-from-rosie-assoulin-spring,glamour,2015-10-06 23:00:19 GMT,10/6/2015,23:00:19,23,90,299,0.301003344,2
1107,1.30625E+11,http://glamour.tumblr.com/post/130625185452/layering-pro-margaret-zhang-via-glamourcom,glamour,2015-10-06 17:00:31 GMT,10/6/2015,17:00:31,17,91,299,0.304347826,2
1108,1.30579E+11,http://glamour.tumblr.com/post/130578719703/its-sweater-season-via-glamourcom,glamour,2015-10-05 23:00:34 GMT,10/5/2015,23:00:34,23,93,299,0.311036789,3
1109,1.30558E+11,http://glamour.tumblr.com/post/130557668542/what-are-you-wearing-this-weekend-via-glamourcom,glamour,2015-10-05 17:00:23 GMT,10/5/2015,17:00:23,17,94,299,0.314381271,3
1110,1.30547E+11,http://glamour.tumblr.com/post/130546666909/embellishment-at-alexander-mcqueen-spring-2016,glamour,2015-10-05 13:00:14 GMT,10/5/2015,13:00:14,13,964,299,3.224080268,3
1111,1.30404E+11,http://glamour.tumblr.com/post/130404205013/the-girl-project-brought-to-you-by-glamour-x,glamour,2015-10-03 14:48:16 GMT,10/3/2015,14:48:16,14,97,299,0.324414716,2
1112,1.304E+11,http://glamour.tumblr.com/post/130400051865/the-girl-project-brought-to-you-by-glamour-x,glamour,2015-10-03 13:24:15 GMT,10/3/2015,13:24:15,13,98,299,0.327759197,2
